Ref,x,y,Connectivity,Point First Moment,Point Second Moment,Visual Entropy R3,Visual Integration [HH] R3,Visual Integration [P-value] R3,Visual Integration [Tekl] R3,Visual Mean Depth R3,Visual Node Count R3,Visual Relativised Entropy R3
1048612,1.6200000,6.9600000,22.0000000,5.0669341,1.5804000,0.8354473,4.0636201,0.5577744,0.8275889,2.7728310,877.0000000,3.2261183
1048614,1.6200000,7.0800000,37.0000000,9.2292118,2.9951999,0.9994066,4.1941900,0.5829631,0.8311300,2.6951220,821.0000000,3.0277970
1048615,1.6200000,7.1400000,42.0000000,13.7664604,7.0812001,1.0158831,4.2318268,0.5858989,0.8321631,2.6869774,838.0000000,3.0087621
1048616,1.6200000,7.2000000,33.0000000,7.7854137,2.4660001,0.9460039,4.1292415,0.5736690,0.8293433,2.7226276,823.0000000,3.0946014
1048618,1.6200000,7.3200000,31.0000000,5.7531633,1.2672000,1.3479537,3.3485129,0.6765952,0.8054771,2.4066668,151.0000000,2.5588686
1048619,1.6200000,7.3800000,31.0000000,5.0977063,1.0368000,1.3479537,3.3485129,0.6765952,0.8054771,2.4066668,151.0000000,2.5588686
1048620,1.6200000,7.4400000,31.0000000,5.0977063,1.0368000,1.3479537,3.3485129,0.6765952,0.8054771,2.4066668,151.0000000,2.5588686
1048621,1.6200000,7.5000000,31.0000000,5.7531633,1.2672000,1.3479537,3.3485129,0.6765952,0.8054771,2.4066668,151.0000000,2.5588686
1048623,1.6200000,7.6200000,35.0000000,9.8038931,4.4352002,1.2148626,3.9508483,0.6265194,0.8242891,2.5633802,427.0000000,2.7479436
1048624,1.6200000,7.6800000,43.0000000,15.8197412,9.4463997,1.2587711,4.0295024,0.6389922,0.8267960,2.5328639,427.0000000,2.6919761
1048625,1.6200000,7.7400000,29.0000000,5.8900676,1.5372000,1.1510493,3.8090584,0.6089787,0.8197188,2.6073170,411.0000000,2.8346791
1114115,1.6800000,4.9800000,42.0000000,11.2308588,3.7800000,0.8394989,4.1635990,0.5590909,0.8304570,2.7705584,986.0000000,3.2281377
1114116,1.6800000,5.0400000,45.0000000,10.4728260,3.1212001,0.8769797,4.2021513,0.5642677,0.8314838,2.7543147,986.0000000,3.1832459
1114117,1.6800000,5.1000000,47.0000000,10.0436134,2.7828000,0.8852980,4.2119007,0.5655769,0.8317423,2.7502539,986.0000000,3.1735797
1114118,1.6800000,5.1600000,67.0000000,21.8171329,11.4264002,1.1597288,5.0302467,0.6302057,0.8514985,2.5752761,1449.0000000,2.7957792
1114119,1.6800000,5.2200000,77.0000000,26.4963837,13.3163996,1.1786448,4.7069969,0.6237807,0.8442740,2.5879016,1059.0000000,2.7958410
1114120,1.6800000,5.2800000,47.0000000,9.7217789,2.5739999,0.9086861,4.2713861,0.5689512,0.8333488,2.7405248,1030.0000000,3.1440620
1114121,1.6800000,5.3400000,44.0000000,10.1328611,2.9663999,0.8426560,4.2005081,0.5597107,0.8314888,2.7692308,1028.0000000,3.2243612
1114122,1.6800000,5.4000000,43.0000000,11.5007935,3.8160000,0.8409218,4.1981974,0.5594028,0.8314279,2.7702045,1028.0000000,3.2262077
1114130,1.6800000,5.8800000,42.0000000,10.8572340,3.8843999,0.9869744,4.5741515,0.5848564,0.8410728,2.6961241,1291.0000000,3.0355854
1114131,1.6800000,5.9400000,149.0000000,196.1988525,415.1628113,1.3384260,5.7852950,0.7064261,0.8667710,2.4065475,1681.0000000,2.5193443
1114132,1.6800000,6.0000000,148.0000000,195.7040863,414.9179993,1.3371952,5.7941461,0.7072195,0.8669358,2.4049881,1685.0000000,2.5190973
1114133,1.6800000,6.0600000,41.0000000,10.6262074,3.9275999,0.9932706,4.5951986,0.5865815,0.8415797,2.6912441,1303.0000000,3.0260623
1114141,1.6800000,6.5400000,53.0000000,16.5819874,7.0991998,1.0051696,4.5629487,0.5865417,0.8407884,2.6908946,1253.0000000,3.0184631
1114142,1.6800000,6.6000000,122.0000000,96.1150589,131.8715973,1.2671217,5.4218235,0.6627875,0.8595995,2.4991012,1670.0000000,2.6494870
1114143,1.6800000,6.6600000,163.0000000,189.9780273,377.6976013,1.3513802,5.8126588,0.7075566,0.8672522,2.4044418,1712.0000000,2.5075743
1114144,1.6800000,6.7200000,130.0000000,125.6144943,229.7556000,1.3065623,5.7198277,0.6962566,0.8654623,2.4272356,1712.0000000,2.5609694
1114145,1.6800000,6.7800000,88.0000000,45.9757271,39.6647987,1.1914726,5.1338544,0.6361177,0.8536942,2.5612442,1544.0000000,2.7595320
1114146,1.6800000,6.8400000,49.0000000,13.5529623,4.7484002,0.9777330,4.4657469,0.5809836,0.8383808,2.7062340,1172.0000000,3.0544074
1114147,1.6800000,6.9000000,11.0000000,2.1713109,0.5832000,0.6791760,3.6863661,0.5368789,0.8160003,2.8356590,646.0000000,3.4112387
1114148,1.6800000,6.9600000,24.0000000,5.4486289,1.6596000,0.8417113,4.0688601,0.5584936,0.8277341,2.7705479,877.0000000,3.2195935
1114150,1.6800000,7.0800000,35.0000000,7.9294925,2.3399999,0.9894599,4.1821551,0.5812904,0.8308001,2.7000000,821.0000000,3.0395038
1114151,1.6800000,7.1400000,44.0000000,14.3534622,7.7435999,1.0634642,4.3018999,0.5956005,0.8340517,2.6594982,838.0000000,2.9461958
1114152,1.6800000,7.2000000,36.0000000,9.6179361,3.9528000,0.9887487,4.1992340,0.5812544,0.8312775,2.7004774,839.0000000,3.0406003
1114154,1.6800000,7.3200000,33.0000000,6.0974069,1.3464000,1.3828522,3.6620128,0.6772716,0.8164164,2.4232559,216.0000000,2.5139761
1114155,1.6800000,7.3800000,31.0000000,4.6385207,0.8064000,1.3479537,3.3485129,0.6765952,0.8054771,2.4066668,151.0000000,2.5588686
1114156,1.6800000,7.4400000,31.0000000,4.6385207,0.8064000,1.3479537,3.3485129,0.6765952,0.8054771,2.4066668,151.0000000,2.5588686
1114157,1.6800000,7.5000000,32.0000000,5.7475495,1.2240000,1.2207477,3.5784712,0.6238540,0.8122594,2.5559566,278.0000000,2.7511246
1114159,1.6800000,7.6200000,37.0000000,11.9579897,6.5735998,1.2314881,3.9807339,0.6312585,0.8252456,2.5516431,427.0000000,2.7256930
1114160,1.6800000,7.6800000,42.0000000,15.8234205,10.1051998,1.2554444,4.0233412,0.6380152,0.8266008,2.5352113,427.0000000,2.6958745
1114161,1.6800000,7.7400000,34.0000000,8.6170893,3.3299999,1.2382543,3.9655128,0.6339921,0.8248341,2.5439024,411.0000000,2.7122593
1179651,1.7400000,4.9800000,43.0000000,11.0202513,3.5136001,0.8733288,4.1972933,0.5636153,0.8313548,2.7563453,986.0000000,3.1871459
1179652,1.7400000,5.0400000,44.0000000,9.6694479,2.7467999,0.8727693,4.1972933,0.5636153,0.8313548,2.7563453,986.0000000,3.1881270
1179653,1.7400000,5.1000000,45.0000000,8.5702963,2.0520000,0.8745637,4.1997209,0.5639413,0.8314192,2.7553298,986.0000000,3.1862082
1179654,1.7400000,5.1600000,67.0000000,22.3179302,13.3884001,1.1608365,5.0247941,0.6303624,0.8513839,2.5748086,1438.0000000,2.7945213
1179655,1.7400000,5.2200000,75.0000000,25.2572346,12.7404003,1.1750592,4.7014003,0.6230389,0.8441389,2.5897920,1059.0000000,2.7998285
1179656,1.7400000,5.2800000,49.0000000,10.4524565,3.0204000,1.0403882,4.4702239,0.5926086,0.8384467,2.6714015,1057.0000000,2.9736829
1179657,1.7400000,5.3400000,45.0000000,9.8693514,2.7467999,0.8891492,4.2502327,0.5660323,0.8327978,2.7495146,1031.0000000,3.1676579
1179658,1.7400000,5.4000000,44.0000000,11.5197840,3.7800000,0.8450699,4.2028213,0.5600190,0.8315499,2.7682571,1028.0000000,3.2214305
1179666,1.7400000,5.8800000,41.0000000,10.7313404,3.9744000,0.9880281,4.5762076,0.5852808,0.8411211,2.6948757,1289.0000000,3.0335195
1179667,1.7400000,5.9400000,149.0000000,190.8011475,394.1099854,1.3384260,5.7852950,0.7064261,0.8667710,2.4065475,1681.0000000,2.5193443
1179668,1.7400000,6.0000000,148.0000000,190.4216614,393.9660034,1.3372424,5.7852950,0.7064261,0.8667710,2.4065475,1681.0000000,2.5202811
1179669,1.7400000,6.0600000,41.0000000,10.7313404,3.9744000,0.9884527,4.5868664,0.5855178,0.8413814,2.6943164,1303.0000000,3.0326343
1179677,1.7400000,6.5400000,48.0000000,12.5096827,4.0427999,0.9665654,4.5051694,0.5795289,0.8393887,2.7113070,1248.0000000,3.0670364
1179678,1.7400000,6.6000000,124.0000000,92.7210541,123.9804001,1.2685757,5.4196572,0.6625227,0.8595556,2.4997003,1670.0000000,2.6489367
1179679,1.7400000,6.6600000,165.0000000,184.3157196,357.3756104,1.3539866,5.8199248,0.7084411,0.8673914,2.4026885,1712.0000000,2.5041647
1179680,1.7400000,6.7200000,129.0000000,122.5049667,223.7976074,1.3051152,5.7174864,0.6959715,0.8654169,2.4278200,1712.0000000,2.5625951
1179681,1.7400000,6.7800000,74.0000000,26.5989246,13.6655998,1.1174041,4.8056121,0.6108063,0.8464987,2.6244378,1335.0000000,2.8724811
1179682,1.7400000,6.8400000,47.0000000,12.1820040,3.9384000,0.9840193,4.5328193,0.5830021,0.8400596,2.7011218,1249.0000000,3.0434957
1179683,1.7400000,6.9000000,12.0000000,2.2561636,0.5904000,0.6886207,3.7604873,0.5384632,0.8184488,2.8321478,704.0000000,3.4000547
1179684,1.7400000,6.9600000,23.0000000,5.3043046,1.5984000,0.8386204,4.0662384,0.5581337,0.8276615,2.7716894,877.0000000,3.2228150
1179686,1.7400000,7.0800000,40.0000000,10.8029308,4.3379998,1.0086725,4.2228546,0.5846567,0.8319197,2.6905615,838.0000000,3.0170348
1179687,1.7400000,7.1400000,46.0000000,15.5609617,8.8920002,1.0666053,4.3049994,0.5960297,0.8341348,2.6583035,838.0000000,2.9433427
1179688,1.7400000,7.2000000,42.0000000,12.9166088,6.8256001,1.0575211,4.2956991,0.5946069,0.8338856,2.6622913,839.0000000,2.9527650
1179690,1.7400000,7.3200000,35.0000000,6.9112196,1.6848000,1.4229547,3.7729828,0.6977950,0.8206970,2.3813953,216.0000000,2.4469423
1179691,1.7400000,7.3800000,33.0000000,5.3093410,1.0404000,1.4113936,3.7284982,0.6911062,0.8190479,2.3943663,214.0000000,2.4648945
1179692,1.7400000,7.4400000,35.0000000,5.9591980,1.2528000,1.3681272,3.9285266,0.6783094,0.8247467,2.4325259,290.0000000,2.5219388
1179693,1.7400000,7.5000000,34.0000000,6.4744129,1.4940000,1.2721963,3.6634705,0.6386724,0.8154150,2.5198555,278.0000000,2.6789768
1179695,1.7400000,7.6200000,39.0000000,14.2919607,8.7587996,1.2390478,3.9928150,0.6331744,0.8256309,2.5469484,427.0000000,2.7170308
1179696,1.7400000,7.6800000,43.0000000,17.0446014,11.6208000,1.3095264,4.1568170,0.6591815,0.8307831,2.4859154,427.0000000,2.6096392
1179697,1.7400000,7.7400000,38.0000000,11.5413027,5.6520000,1.2785267,4.0921698,0.6489299,0.8287693,2.5093896,427.0000000,2.6517169
1245187,1.8000000,4.9800000,41.0000000,10.3082056,3.1392000,0.9840330,3.8956735,0.5793467,0.8223571,2.6987951,582.0000000,3.0558205
1245188,1.8000000,5.0400000,42.0000000,8.9923124,2.3724000,0.9488937,4.0225854,0.5739352,0.8262339,2.7192738,717.0000000,3.0975306
1245189,1.8000000,5.1000000,47.0000000,10.2565508,3.1356001,0.9657440,4.3103962,0.5778282,0.8343362,2.7132797,995.0000000,3.0726123
1245190,1.8000000,5.1600000,70.0000000,25.7062912,16.9776001,1.1882564,5.0709152,0.6398693,0.8524210,2.5510790,1391.0000000,2.7534122
1245191,1.8000000,5.2200000,74.0000000,25.2612629,12.9779997,1.1732321,4.6986065,0.6226687,0.8440713,2.5907373,1059.0000000,2.8018560
1245192,1.8000000,5.2800000,55.0000000,14.2622938,5.5296001,1.0850279,4.5421791,0.6020430,0.8402414,2.6452224,1058.0000000,2.9159486
1245193,1.8000000,5.3400000,46.0000000,10.4070330,2.9303999,0.8954021,4.2573204,0.5669762,0.8329829,2.7466021,1031.0000000,3.1602306
1245194,1.8000000,5.4000000,42.0000000,10.7336531,3.3336000,0.8378541,4.1644192,0.5588858,0.8304827,2.7712550,989.0000000,3.2300978
1245202,1.8000000,5.8800000,41.0000000,11.9067364,4.9643998,0.9805365,4.5636644,0.5836766,0.8408209,2.6995342,1289.0000000,3.0436597
1245203,1.8000000,5.9400000,150.0000000,186.3627014,374.4684143,1.3397498,5.7877440,0.7067252,0.8668183,2.4059525,1681.0000000,2.5178311
1245204,1.8000000,6.0000000,149.0000000,186.0943756,374.3963928,1.3385744,5.7877440,0.7067252,0.8668183,2.4059525,1681.0000000,2.5187595
1245205,1.8000000,6.0600000,41.0000000,11.6912460,4.7160001,0.9872365,4.5847883,0.5852525,0.8413318,2.6950846,1303.0000000,3.0342879
1245213,1.8000000,6.5400000,48.0000000,13.6163225,4.9320002,1.0290701,4.6698480,0.5935504,0.8433521,2.6716642,1335.0000000,2.9808297
1245214,1.8000000,6.6000000,124.0000000,86.7157593,107.7264023,1.2734864,5.3616133,0.6616246,0.8584455,2.5012658,1581.0000000,2.6468239
1245215,1.8000000,6.6600000,166.0000000,178.0338593,337.2300110,1.3536929,5.8029995,0.7063808,0.8670669,2.4067798,1712.0000000,2.5077043
1245216,1.8000000,6.7200000,134.0000000,121.1270447,213.7931976,1.3106118,5.7058086,0.6945500,0.8651901,2.4307423,1712.0000000,2.5604136
1245217,1.8000000,6.7800000,66.0000000,20.9221897,9.3059998,1.1092064,4.8011808,0.6102431,0.8463970,2.6259370,1335.0000000,2.8791006
1245218,1.8000000,6.8400000,44.0000000,12.0578327,4.2156000,0.9831346,4.5549402,0.5835323,0.8406061,2.6998432,1277.0000000,3.0423367
1245219,1.8000000,6.9000000,14.0000000,2.2831867,0.4968000,0.6967007,3.7663355,0.5393006,0.8186265,2.8293030,704.0000000,3.3917363
1245220,1.8000000,6.9600000,24.0000000,5.7378407,1.8072000,0.8442068,4.0714850,0.5588539,0.8278067,2.7694063,877.0000000,3.2164929
1245222,1.8000000,7.0800000,51.0000000,18.1286011,9.6803999,1.1284124,4.4067736,0.6102592,0.8368376,2.6196172,837.0000000,2.8608315
1245223,1.8000000,7.1400000,56.0000000,20.8117714,12.1716003,1.1480825,4.4393306,0.6146280,0.8376921,2.6081243,838.0000000,2.8365560
1245224,1.8000000,7.2000000,54.0000000,17.1459045,8.6471996,1.1410143,4.4292440,0.6130921,0.8374270,2.6121719,839.0000000,2.8450933
1245225,1.8000000,7.2600000,35.0000000,7.6817789,2.1384001,1.1684844,3.9814203,0.6151939,0.8250782,2.5954356,483.0000000,2.8106501
1245226,1.8000000,7.3200000,47.0000000,9.8242826,2.4696000,1.4559760,4.2134976,0.7275132,0.8344441,2.3356402,290.0000000,2.3789821
1245227,1.8000000,7.3800000,46.0000000,9.0021734,2.1240001,1.4522289,4.2026100,0.7256333,0.8340818,2.3391004,290.0000000,2.3839753
1245228,1.8000000,7.4400000,45.0000000,8.6790638,2.0195999,1.4483229,4.1917782,0.7237631,0.8337207,2.3425605,290.0000000,2.3891199
1245229,1.8000000,7.5000000,47.0000000,9.8242826,2.4696000,1.4559760,4.2134976,0.7275132,0.8344441,2.3356402,290.0000000,2.3789821
1245230,1.8000000,7.5600000,27.0000000,6.0324283,1.7568001,1.3479255,4.0059361,0.6916751,0.8274261,2.4048443,290.0000000,2.5105608
1245231,1.8000000,7.6200000,58.0000000,22.1619167,13.3056002,1.3727624,4.4274874,0.6871132,0.8385564,2.4279661,473.0000000,2.5147619
1245232,1.8000000,7.6800000,55.0000000,22.1592579,14.3820000,1.3664994,4.4209280,0.6860952,0.8383656,2.4300847,473.0000000,2.5199115
1245233,1.8000000,7.7400000,51.0000000,20.0605450,11.9664001,1.3500437,4.3819771,0.6800504,0.8372283,2.4427967,473.0000000,2.5419421
1310723,1.8600000,4.9800000,41.0000000,11.2164440,3.5927999,0.9840330,3.8956735,0.5793467,0.8223571,2.6987951,582.0000000,3.0558205
1310724,1.8600000,5.0400000,41.0000000,9.6188517,2.6784000,0.9840330,3.8956735,0.5793467,0.8223571,2.6987951,582.0000000,3.0558205
1310725,1.8600000,5.1000000,52.0000000,15.5694876,7.2684002,1.0827835,4.5039282,0.6014431,0.8392888,2.6463053,1016.0000000,2.9185057
1310726,1.8600000,5.1600000,65.0000000,21.3270664,10.7819996,1.1343638,4.5862670,0.6124383,0.8413426,2.6167488,1016.0000000,2.8543859
1310727,1.8600000,5.2200000,75.0000000,26.8541374,14.2379999,1.1750592,4.7014003,0.6230389,0.8441389,2.5897920,1059.0000000,2.7998285
1310728,1.8600000,5.2800000,57.0000000,17.7282238,8.3448000,1.0906638,4.5500283,0.6030834,0.8404359,2.6423841,1058.0000000,2.9094026
1310729,1.8600000,5.3400000,42.0000000,9.9390240,2.8044000,1.0371772,3.9603882,0.5881565,0.8243270,2.6735044,586.0000000,2.9886568
1310730,1.8600000,5.4000000,40.0000000,11.0175362,3.5711999,1.0184959,3.9362640,0.5845739,0.8235962,2.6837606,586.0000000,3.0118525
1310738,1.8600000,5.8800000,38.0000000,12.4477673,5.8284001,0.9603806,4.4122386,0.5785772,0.8370197,2.7127564,1122.0000000,3.0721271
1310739,1.8600000,5.9400000,152.0000000,183.0764923,356.4324036,1.3423767,5.7926488,0.7073241,0.8669128,2.4047618,1681.0000000,2.5148249
1310740,1.8600000,6.0000000,152.0000000,182.7307434,356.0472107,1.3433942,5.8098817,0.7094284,0.8672445,2.4005952,1681.0000000,2.5107434
1310741,1.8600000,6.0600000,38.0000000,12.4477673,5.8284001,0.9510335,4.4242425,0.5771071,0.8373408,2.7175043,1155.0000000,3.0837259
1310750,1.8600000,6.6000000,129.0000000,86.8588181,104.3387985,1.2861679,5.3821054,0.6656891,0.8588870,2.4919820,1560.0000000,2.6295991
1310751,1.8600000,6.6600000,168.0000000,172.7903595,318.6683960,1.3560658,5.8078251,0.7069682,0.8671595,2.4056108,1712.0000000,2.5049596
1310752,1.8600000,6.7200000,138.0000000,121.4120560,210.2003937,1.3157891,5.7104740,0.6951180,0.8652807,2.4295733,1712.0000000,2.5553663
1310753,1.8600000,6.7800000,43.0000000,13.7981462,6.6023998,1.0083319,4.5628452,0.5886492,0.8407766,2.6845965,1228.0000000,3.0086637
1310755,1.8600000,6.9000000,16.0000000,2.9757788,0.7488000,0.6943203,3.7615654,0.5390685,0.8184737,2.8299999,701.0000000,3.3956861
1310756,1.8600000,6.9600000,23.0000000,5.7881041,2.0016000,0.8411052,4.0688601,0.5584936,0.8277341,2.7705479,877.0000000,3.2197258
1310758,1.8600000,7.0800000,43.0000000,16.3815594,9.9216003,1.2678722,4.3536720,0.6530106,0.8359247,2.5062838,558.0000000,2.6552975
1310759,1.8600000,7.1400000,53.0000000,20.6731091,12.9636002,1.1409253,4.4294581,0.6132611,0.8374333,2.6117084,838.0000000,2.8444335
1310760,1.8600000,7.2000000,46.0000000,15.8303394,9.0251999,1.1088057,4.3776755,0.6062296,0.8360695,2.6303828,837.0000000,2.8844981
1310762,1.8600000,7.3200000,43.0000000,9.7298031,2.6387999,1.4415278,4.1736465,0.7211986,0.8331372,2.3472223,289.0000000,2.3968487
1310763,1.8600000,7.3800000,41.0000000,8.5857735,2.2068000,1.4309028,4.1416235,0.7156652,0.8320621,2.3576388,289.0000000,2.4125693
1310764,1.8600000,7.4400000,41.0000000,8.6969185,2.2788000,1.4309028,4.1416235,0.7156652,0.8320621,2.3576388,289.0000000,2.4125693
1310765,1.8600000,7.5000000,41.0000000,9.1558638,2.4660001,1.4325397,4.1522431,0.7175002,0.8324192,2.3541667,289.0000000,2.4082806
1310767,1.8600000,7.6200000,49.0000000,20.9735813,14.5475998,1.3360926,4.2289109,0.6686284,0.8329564,2.4652777,433.0000000,2.5739696
1310768,1.8600000,7.6800000,49.0000000,21.6228580,15.3612003,1.3442688,4.3755522,0.6790532,0.8370400,2.4449153,473.0000000,2.5474641
1310769,1.8600000,7.7400000,46.0000000,19.1401901,12.2651997,1.3300785,4.3437066,0.6741111,0.8361040,2.4555085,473.0000000,2.5665069
1376263,1.9200000,5.2200000,86.0000000,31.0210419,16.3367996,1.1949655,4.7351828,0.6275159,0.8449533,2.5784500,1059.0000000,2.7770879
1376275,1.9200000,5.9400000,148.0000000,178.1280670,338.4791870,1.3379445,5.7975621,0.7079241,0.8670075,2.4035714,1681.0000000,2.5173945
1376276,1.9200000,6.0000000,152.0000000,179.1103363,338.7636108,1.3425289,5.7951045,0.7076240,0.8669602,2.4041667,1681.0000000,2.5142355
1376286,1.9200000,6.6000000,126.0000000,78.7812195,88.4196014,1.2819982,5.3704495,0.6645423,0.8586507,2.4945338,1556.0000000,2.6347966
1376287,1.9200000,6.6600000,171.0000000,168.7988586,301.6116028,1.3630245,5.8614435,0.7134950,0.8681843,2.3927529,1712.0000000,2.4892461
1376288,1.9200000,6.7200000,140.0000000,118.6411362,198.7812042,1.3187004,5.7174864,0.6959715,0.8654169,2.4278200,1712.0000000,2.5516779
1376291,1.9200000,6.9000000,15.0000000,3.5832222,1.2096000,0.6363588,3.4401262,0.5315552,0.8073246,2.8464730,483.0000000,3.4652312
1376292,1.9200000,6.9600000,23.0000000,6.0243049,2.2895999,0.8424056,4.0721192,0.5587003,0.8278271,2.7699316,879.0000000,3.2180741
1376294,1.9200000,7.0800000,38.0000000,15.6562719,10.1879997,1.2465732,4.1303077,0.6398660,0.8296877,2.5336134,477.0000000,2.6959078
1376295,1.9200000,7.1400000,50.0000000,20.2595940,13.6907997,1.0832629,4.3298903,0.5993397,0.8347998,2.6491647,839.0000000,2.9232287
1376296,1.9200000,7.2000000,34.0000000,13.6867924,8.7192001,1.1604886,3.9568563,0.6129950,0.8243237,2.6008403,477.0000000,2.8215184
1376298,1.9200000,7.3200000,35.0000000,9.3170137,2.9484000,1.4309362,3.7985625,0.7025258,0.8216721,2.3720930,216.0000000,2.4319746
1376299,1.9200000,7.3800000,39.0000000,9.7754927,2.9807999,1.4197054,4.1100883,0.7102159,0.8309979,2.3680556,289.0000000,2.4287956
1376300,1.9200000,7.4400000,38.0000000,9.5741119,2.9556000,1.3720310,3.9021530,0.6769711,0.8239209,2.4346290,284.0000000,2.5250082
1376301,1.9200000,7.5000000,35.0000000,9.3400326,2.9663999,1.2731571,3.6713281,0.6395163,0.8156933,2.5179856,279.0000000,2.6780782
1376303,1.9200000,7.6200000,42.0000000,22.2328300,18.0431995,1.2554444,4.0233412,0.6380152,0.8266008,2.5352113,427.0000000,2.6958745
1376304,1.9200000,7.6800000,42.0000000,19.8627548,14.9292002,1.3035187,4.1437244,0.6571054,0.8303770,2.4906104,427.0000000,2.6178880
1376305,1.9200000,7.7400000,41.0000000,18.7807922,13.1364002,1.2907481,4.1113515,0.6519718,0.8293691,2.5023475,427.0000000,2.6376667
1441795,1.9800000,4.9800000,42.0000000,14.8119631,6.9696002,0.9419350,4.3497310,0.5744618,0.8354091,2.7244897,1079.0000000,3.0992110
1441796,1.9800000,5.0400000,44.0000000,13.6273117,5.7203999,0.9480230,4.3567619,0.5753903,0.8355883,2.7217069,1079.0000000,3.0923491
1441797,1.9800000,5.1000000,48.0000000,14.5486116,6.0696001,0.9723822,4.3874931,0.5794490,0.8363695,2.7096474,1079.0000000,3.0627925
1441798,1.9800000,5.1600000,66.0000000,24.7544861,14.8283997,1.1185609,4.8946319,0.6147091,0.8485023,2.6148460,1429.0000000,2.8616264
1441799,1.9800000,5.2200000,83.0000000,31.5065117,18.0396004,1.2023916,4.7551141,0.6301572,0.8454319,2.5718336,1059.0000000,2.7642815
1441800,1.9800000,5.2800000,46.0000000,11.4859667,3.6575999,0.9014192,4.2614870,0.5678360,0.8330888,2.7439144,1028.0000000,3.1528082
1441801,1.9800000,5.3400000,40.0000000,9.9647379,3.1536000,0.8638121,4.2188492,0.5622556,0.8319708,2.7612085,1027.0000000,3.1973317
1441802,1.9800000,5.4000000,38.0000000,10.7240849,3.8160000,0.8597384,4.2141848,0.5616339,0.8318480,2.7631578,1027.0000000,3.2016375
1441804,1.9800000,5.5200000,27.0000000,6.4318089,2.0195999,0.8540644,4.3462586,0.5624472,0.8354332,2.7628524,1207.0000000,3.2010689
1441805,1.9800000,5.5800000,30.0000000,6.7410984,2.0987999,0.9415485,4.5359616,0.5783905,0.8401680,2.7152672,1311.0000000,3.0877998
1441806,1.9800000,5.6400000,29.0000000,5.9658265,1.6200000,0.9040881,4.4705281,0.5712140,0.8385779,2.7366796,1296.0000000,3.1368959
1441807,1.9800000,5.7000000,30.0000000,6.7607646,2.0592000,0.9282207,4.5045776,0.5755646,0.8394031,2.7235522,1296.0000000,3.1058500
1441808,1.9800000,5.7600000,30.0000000,8.4844913,3.4308000,0.8514937,4.1802988,0.5603881,0.8309135,2.7665997,995.0000000,3.2088706
1441810,1.9800000,5.8800000,32.0000000,8.8768864,3.3011999,0.8735923,4.3618054,0.5648808,0.8358181,2.7552040,1202.0000000,3.1792090
1441811,1.9800000,5.9400000,156.0000000,176.1598358,322.4591980,1.3499100,5.8446565,0.7136746,0.8679117,2.3922620,1681.0000000,2.4990563
1441812,1.9800000,6.0000000,156.0000000,175.9192200,322.2972107,1.3495408,5.8371696,0.7127604,0.8677683,2.3940477,1681.0000000,2.5007491
1441813,1.9800000,6.0600000,35.0000000,10.0215378,3.7692001,0.8845870,4.3609977,0.5662274,0.8357822,2.7508445,1185.0000000,3.1670752
1441815,1.9800000,6.1800000,30.0000000,8.3476334,3.1212001,0.9207756,4.3986983,0.5729697,0.8367093,2.7300086,1164.0000000,3.1179554
1441816,1.9800000,6.2400000,33.0000000,8.1012335,2.7756000,1.0213704,4.7182059,0.5973457,0.8444847,2.6612904,1365.0000000,2.9775674
1441817,1.9800000,6.3000000,34.0000000,7.5594859,2.2356000,1.0266985,4.7265496,0.5984020,0.8446779,2.6583579,1365.0000000,2.9708173
1441818,1.9800000,6.3600000,34.0000000,7.5441227,2.2104001,1.0304563,4.7368431,0.5995503,0.8449161,2.6551976,1367.0000000,2.9651787
1441819,1.9800000,6.4200000,32.0000000,8.0990763,2.8548000,1.0308602,4.7397742,0.6006212,0.8449829,2.6521740,1358.0000000,2.9624414
1441820,1.9800000,6.4800000,29.0000000,7.7040610,2.6963999,0.8649876,4.3589163,0.5639173,0.8357524,2.7582781,1209.0000000,3.1883700
1441821,1.9800000,6.5400000,67.0000000,27.0492878,16.2467995,1.0854917,4.7689509,0.6039265,0.8456557,2.6431718,1363.0000000,2.9130809
1441822,1.9800000,6.6000000,130.0000000,78.8894348,85.9212036,1.2915475,5.4006596,0.6682805,0.8592725,2.4861736,1556.0000000,2.6205995
1441823,1.9800000,6.6600000,170.0000000,163.9589691,285.2999878,1.3623041,5.8663669,0.7140943,0.8682781,2.3915839,1712.0000000,2.4888570
1441824,1.9800000,6.7200000,145.0000000,120.1334076,195.7967987,1.3281566,5.7686419,0.7021286,0.8664048,2.4153037,1713.0000000,2.5343516
1441825,1.9800000,6.7800000,100.0000000,50.9081497,40.4136009,1.2049081,5.0141940,0.6335970,0.8511797,2.5663524,1380.0000000,2.7558012
1441826,1.9800000,6.8400000,57.0000000,19.4194221,8.2728004,1.0180565,4.5200357,0.5881371,0.8397155,2.6854701,1171.0000000,3.0051162
1441827,1.9800000,6.9000000,10.0000000,1.5147922,0.2808000,0.7419609,3.8754978,0.5457553,0.8220325,2.8093994,767.0000000,3.3335850
1441828,1.9800000,6.9600000,35.0000000,10.6961269,4.5503998,0.9883486,4.5951667,0.5870589,0.8415766,2.6898148,1297.0000000,3.0283055
1441830,1.9800000,7.0800000,12.0000000,1.6031204,0.2412000,0.6755070,3.7926688,0.5373902,0.8195220,2.8369272,743.0000000,3.4151707
